"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 13 15:04:53 GMT 2021","Fri Aug 13 15:05:18 GMT 2021","25886","","Tests","","Tests","openStatistics","Open statistic",""
"broken","Fri Aug 13 15:05:19 GMT 2021","Fri Aug 13 15:05:43 GMT 2021","24982","","Tests","","Tests","newNote","Creating new note",""
