"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Dec 15 19:56:00 GMT 2022","Thu Dec 15 19:56:01 GMT 2022","783","","Tests","","Tests","newNote","Creating new note",""
"broken","Thu Dec 15 19:55:58 GMT 2022","Thu Dec 15 19:56:00 GMT 2022","1777","","Tests","","Tests","openStatistics","Open statistic",""
