"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 14 18:38:07 GMT 2021","Tue Sep 14 18:38:36 GMT 2021","29134","","Tests","","Tests","newNote","Creating new note",""
"passed","Tue Sep 14 18:37:39 GMT 2021","Tue Sep 14 18:38:07 GMT 2021","27530","","Tests","","Tests","openStatistics","Open statistic",""
