"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Dec 15 20:01:08 GMT 2022","Thu Dec 15 20:01:56 GMT 2022","47561","","Tests","","Tests","openStatistics","Open statistic",""
"broken","Thu Dec 15 20:01:56 GMT 2022","Thu Dec 15 20:02:30 GMT 2022","33995","","Tests","","Tests","newNote","Creating new note",""
